issue_id|post_id|proposed_values_id
108761302|143895541|1
108761302|143900161|1
109693961|109693961|1
109693961|109693961|10
109693961|151560095|1
109693961|468424754|1
109705844|109705844|1
109705844|109705844|2
109705844|109705844|3
109705844|109705844|15
109705844|148202085|1
109705844|148759672|1
109705844|161160655|1
109705844|378059694|1
110089251|110089251|1
110089251|110089251|1
110089251|146120039|1
110089251|146125257|1
110089251|149133753|1
110089251|149383553|1
110089251|154186530|1
110089251|154186690|1
110089251|165842851|1
110089251|185298734|1
110089251|185406943|1
110089251|201831557|1
110089251|201833986|1
110089251|234786475|1
110089251|266070898|1
110089251|274924710|1
110089251|313902841|10
110089251|442989519|1
110089251|449108521|1
110089251|452048972|1
110089251|461439347|1
110319499|110319499|1
110319499|110319499|4
110319499|146337483|1
110319499|146412956|1
110431180|110431180|1
110431180|110431180|1
110431180|146518754|1
110431180|146520456|1
110431180|146594976|1
110483642|110483642|1
110483642|110483642|6
110483642|146636730|1
110483642|146858865|6
110483642|146891889|1
110483642|146897640|1
110483642|146915105|1
110483642|147048208|1
110483642|147057047|1
110483642|147058449|1
110483642|147059813|1
110483642|147102051|6
113162406|113162406|1
113162406|113162406|1
113162406|211829593|1
113162406|247294511|1
113162406|282480223|10
113162406|282480625|1
113162406|282481591|1
113162406|282483518|1
113162406|335082127|1
113162406|361609413|4
113162406|361609413|10
113162406|361609413|19
113162406|392254615|1
113162406|436177378|1
113162406|436183643|1
113162406|437550263|1
113162406|453115248|1
114072436|114072436|1
114072436|114072436|1
114072436|153117354|1
114962825|114962825|1
114962825|114962825|11
114962825|153593235|1
115244947|115244947|19
115244947|115244947|19
115244947|154028509|19
115244947|154029249|19
115244947|154042198|1
115244947|154056846|1
115244947|154232328|1
115244947|154239381|1
115771280|115771280|1
115771280|115771280|1
115870428|115870428|1
115870428|115870428|1
115870428|158254571|1
115870428|158387968|1
115870428|158570516|1
115870428|159404629|1
115870428|159405648|1
115870428|159413174|1
115870428|164552714|1
115870428|165465594|1
116346616|116346616|1
116346616|116346616|1
116346616|156401219|1
116346616|156432783|1
116368574|116368574|1
116368574|116368574|1
116368574|155837688|1
116368574|156532544|1
116507303|116507303|1
116507303|116507303|10
116507303|334929002|1
116507303|334967743|1
116507303|362292873|10
116507303|363048896|1
116507303|363572222|1
116507303|372014930|10
116507303|372027147|1
116507303|392058383|10
116507303|446184352|10
116507303|476937456|1
116813267|116813267|1
116813267|116813267|5
116813267|156502034|1
116813267|157343458|1
116813267|157343981|1
116813267|287017608|6
116813267|287017608|12
116813267|378071739|1
116922392|116922392|1
116922392|116922392|1
116922392|156721233|1
116922392|156747194|1
116922392|157930920|1
116922392|158201884|1
116922392|158204710|1
116922392|158211650|1
116960231|116960231|1
116960231|116960231|12
117017973|117017973|1
117017973|117017973|11
117017973|158543670|1
117017973|158547959|1
117313895|117313895|1
117313895|117313895|1
117313895|158248186|1
117313895|163585292|1
117313895|163586324|1
117313895|163886422|1
117313895|170343148|1
117313895|170362112|1
117313895|170365631|1
117313895|187743109|1
117313895|311888910|1
118066279|118066279|1
118066279|118066279|15
118066279|158450104|1
118066279|309283540|15
118066279|383659316|5
118066279|383659316|10
118066279|383963614|1
118120400|118120400|1
118120400|118120400|1
118120400|158517553|1
118120400|158562814|1
118120400|158616871|1
118120400|162013236|1
118120400|162057141|1
118120400|162069076|1
118120400|162085767|1
118120400|162115765|1
118120400|162188675|1
118120400|162242774|1
118120400|162254719|1
118120400|162261380|1
118120400|162325118|6
118120400|162331548|6
118120400|162331668|6
118120400|164578997|1
118120400|166503929|1
118120400|166710503|1
118120400|166716435|1
118120400|167323676|1
118120400|175610711|1
118120400|175689188|1
118120400|181997087|1
118120400|186656790|1
118120400|199436211|1
118120400|199440778|1
118120400|199446180|1
118120400|200383199|1
118120400|203747957|1
118120400|203796305|1
118120400|204678987|1
118120400|206521809|1
118120400|214882071|1
118120400|216480499|1
118120400|216482155|1
118120400|216495457|1
118120400|216507406|2
118120400|216507406|10
118120400|222607076|1
118120400|225375421|1
118120400|226760213|1
118120400|230288798|1
118120400|236181250|1
118120400|241203827|1
118120400|241314615|1
118120400|253840425|1
118120400|258814263|1
118120400|260945719|1
118120400|260949930|1
118120400|264243074|1
118120400|271809009|1
118120400|272236642|1
118120400|272410173|1
118120400|273292963|1
118120400|277550181|1
118120400|277781328|1
118120400|280662655|1
118120400|283764527|1
118120400|286215521|1
118120400|297729702|1
118120400|298058111|1
118120400|300837145|1
118120400|312435646|18
118120400|320650216|1
118120400|342206998|1
118120400|354828064|1
118120400|378060245|1
118217853|118217853|1
118217853|118217853|1
118217853|280935052|1
118217853|378076432|1
118254996|118254996|1
118254996|118254996|1
118254996|159016792|1
118254996|159030188|1
118254996|159125661|1
118254996|159206042|1
118254996|159212855|1
118254996|159283317|1
118254996|159289098|1
118254996|159298325|1
118254996|159301925|1
118254996|159309678|1
118254996|378074541|1
118544637|118544637|1
118544637|118544637|1
118917548|118917548|1
118917548|118917548|1
118917548|159724129|1
118917548|160276806|1
118917548|378073355|1
119284589|119284589|1
119284589|119284589|1
119284589|165284094|1
119284589|200301621|1
119325514|119325514|1
119325514|119325514|10
119325514|378072987|1
119348827|119348827|1
119348827|119348827|15
119496897|119496897|1
119496897|119496897|2
119496897|160676385|1
119787900|119787900|1
119787900|119787900|1
119787900|161138266|1
119787900|161224643|1
119787900|161227530|1
119787900|161230275|1
119787900|161245636|1
119787900|161260149|1
119957529|119957529|1
119957529|119957529|10
120312171|120312171|1
120312171|120312171|1
120312171|163879265|1
120555377|120555377|1
120555377|120555377|1
120555377|351853065|2
120555377|378078380|1
121789375|121789375|1
121789375|121789375|1
121789375|164115918|1
122044606|122044606|1
122044606|122044606|1
122044606|164517003|1
122044606|164602587|1
122044606|164794309|1
122044606|378077319|1
123105788|123105788|1
123105788|123105788|1
123105788|166020297|1
123105788|166020620|1
123105788|166047051|1
123262445|123262445|1
123262445|123262445|1
123262445|167664754|1
123262445|167739639|1
123262445|167800886|1
123262445|168350444|1
123994629|123994629|1
123994629|123994629|14
123994629|244612592|1
123994629|378079717|1
123998446|123998446|1
123998446|123998446|14
123998446|167445476|1
123998446|167445538|1
123998446|168676294|1
123998446|227311933|1
123998446|227348854|1
123998446|227557530|1
123998446|378079668|1
124085444|124085444|1
124085444|124085444|1
124085444|168383973|1
124085444|170242361|1
124085444|170242879|6
124085444|198911382|6
124085444|199214029|1
124085444|294411986|1
124085444|294449023|1
124085444|299674964|1
124085444|336144911|1
124085444|336185872|1
124085444|336674982|2
124085444|439716930|2
124085444|440001224|1
124085444|459529323|1
124085444|459542311|1
124101231|124101231|1
124101231|124101231|2
124101231|167620196|1
124103761|124103761|1
124103761|124103761|1
124103761|167680989|1
124278876|124278876|1
124278876|124278876|3
124278876|124278876|10
124278876|167938435|1
124311738|124311738|1
124311738|124311738|1
124311738|167997706|1
124945799|124945799|1
124945799|124945799|1
124945799|168986038|1
124945799|169017718|1
124945799|169021509|1
124945799|169034747|1
124945799|169126047|1
125084837|125084837|1
125084837|125084837|1
125084837|169180558|1
125169819|125169819|1
125169819|125169819|1
125169819|201663636|1
125169819|378079239|1
127761748|127761748|1
127761748|127761748|1
127761748|173453189|1
127761748|173464663|1
127761748|173660850|1
127948537|127948537|1
127948537|127948537|12
127948537|173629277|1
127948537|173632284|1
127948537|173643592|12
127948537|173703422|1
127948537|177512565|3
127948537|204982211|1
128169661|128169661|1
128169661|128169661|1
128169661|174351263|1
128169661|378082479|1
128170194|128170194|1
128170194|128170194|10
128170194|173946461|1
128496154|128496154|1
128496154|128496154|1
128496154|174500980|1
128496154|174598241|1
128496154|174918480|1
128630180|128630180|1
128630180|128630180|1
128630180|174669001|1
128630180|493437913|1
128630180|493449993|1
128630180|493450243|1
129438820|129438820|1
129438820|129438820|5
129438820|177556829|1
131163851|131163851|1
131163851|131163851|3
131163851|131163851|23
131163851|187891804|1
131880198|131880198|1
131880198|131880198|21
131880198|181145713|1
131880198|181200142|21
131880198|181484426|1
131880198|181520353|1
131880198|181578862|1
131880198|181607260|1
131880198|181648667|1
131880198|181701929|1
132172149|132172149|1
132172149|132172149|4
132172149|132172149|6
132172149|132172149|23
132172149|181482949|1
132172149|181497180|3
132172149|181497180|23
132172149|181568894|1
132172149|188002576|23
132307181|132307181|1
132307181|132307181|1
132307181|181748888|1
132307181|182964490|1
132831043|132831043|1
132831043|132831043|22
132831043|183617374|1
132831043|184698555|1
134893400|134893400|1
134893400|134893400|10
134893400|189944707|1
134893400|238075448|1
134893400|243539055|1
134893400|254091245|1
135866152|135866152|1
135866152|135866152|5
135866152|135866152|23
135866152|187909526|1
135872960|135872960|1
135872960|135872960|1
135872960|187925154|1
135872960|187928785|1
135872960|189786310|1
137009701|137009701|1
137009701|137009701|1
137196774|137196774|1
137196774|137196774|1
137196774|253315750|1
137196774|378084136|1
138685502|138685502|1
138685502|138685502|1
139373282|139373282|1
139373282|139373282|1
139373282|194218393|1
139382244|139382244|1
139382244|139382244|1
139382244|195356618|1
139382244|195382358|1
140676889|140676889|1
140676889|140676889|1
140676889|196321262|1
140676889|378083991|1
141002151|141002151|1
141002151|141002151|1
141002151|196887632|1
141002151|196889198|1
141002151|196896324|1
141002151|196901308|1
141002151|196901974|1
14109132|14109132|1
14109132|14109132|1
14109132|17618696|1
14109132|24460193|1
14109132|36497943|1
14237610|14237610|1
14237610|14237610|1
14237610|40609561|1
14237610|40624579|1
14237610|40755011|1
14237610|40756637|1
143648883|143648883|1
143648883|143648883|1
143648883|247754583|1
143648883|247759725|1
143648883|351785469|1
143842525|143842525|1
143842525|143842525|1
143842525|205053186|1
143842525|205053892|1
143949490|143949490|1
143949490|143949490|10
143949490|399790907|1
143949490|468397454|1
144778529|144778529|1
144778529|144778529|1
144778529|203833690|1
144778529|203846573|1
144778529|203850631|1
144778529|203854732|1
144778529|226245997|1
144778529|468398079|1
146108559|146108559|1
146108559|146108559|1
146108559|206030679|1
146108559|207992136|1
146108559|207995234|1
147348099|147348099|1
147348099|147348099|1
147348099|208239470|1
147348099|208240330|1
147348099|208311811|1
147348099|219039908|1
147348099|219170282|1
148289944|148289944|1
148289944|148289944|1
148289944|468401566|1
148321333|148321333|1
148321333|148321333|1
148321333|209876086|1
148744782|148744782|23
148744782|148744782|23
148744782|211877681|23
148744782|211886678|1
148744782|235757613|1
148985045|148985045|1
148985045|148985045|1
148985045|468402518|1
150094920|150094920|1
150094920|150094920|5
150094920|150094920|10
150094920|212960841|1
150094920|212968563|1
150094920|213032615|1
150094920|491673194|1
150094920|491673377|1
150300660|150300660|1
150300660|150300660|2
150300660|150300660|19
150300660|233047253|19
150300660|249840209|1
150300660|300120845|19
150300660|333232393|19
150300660|378086189|1
150609815|150609815|1
150609815|150609815|1
150609815|319924504|1
150609815|468405239|1
151977459|151977459|1
151977459|151977459|1
151977459|215979091|1
151977459|215979174|1
151977459|215979626|1
151977459|215979697|1
151977459|216072018|1
151977459|216252210|1
151977459|216254829|1
151977459|216258065|1
151977459|216266889|1
151977459|216277989|1
151977459|216305714|1
151977459|216357680|6
151977459|216480802|6
153743222|153743222|1
153743222|153743222|1
153743222|371181608|1
153743222|421288683|5
154552949|154552949|1
154552949|154552949|10
154552949|154552949|17
154552949|218877136|1
154552949|218946878|10
154552949|218966889|1
154552949|286015524|1
154552949|291245143|10
15469742|15469742|1
15469742|15469742|10
15469742|19353377|1
15469742|19415559|10
155726466|155726466|1
155726466|155726466|1
155726466|220312367|1
155726466|220319636|1
155726466|220894655|1
155726466|468416455|1
156156903|156156903|1
156156903|156156903|1
156156903|220921928|1
156156903|283734939|1
156156903|283742062|1
156156903|283751529|1
156156903|283752174|1
156156903|289069550|1
156156903|289090194|1
156156903|289092256|1
156156903|289187340|1
156156903|289195602|1
156156903|425183265|6
156156903|455883996|6
157478677|157478677|1
157478677|157478677|1
157478677|222467207|1
157478677|222472406|1
157478677|222473001|1
157478677|222475845|1
157478677|222508604|1
157478677|223235153|1
157517930|157517930|1
157517930|157517930|1
157517930|222512215|1
158009216|158009216|1
158009216|158009216|1
158009216|223150932|1
158009216|223232417|1
158009216|223768509|1
158009216|223768573|1
158009216|223780712|1
158009216|223854192|1
158009216|224054184|1
158009216|224054448|1
158009216|224056390|1
158009216|224402330|1
158009216|224412525|1
158009216|224943014|1
158009216|225255008|1
158009216|225467929|1
158009216|225931155|1
158009216|227637239|1
158009216|233474033|1
158009216|242448073|1
158009216|242448314|14
158009216|242448463|1
158009216|242448595|1
158009216|242448827|1
158009216|242450467|1
158009216|242451035|1
158009216|242452367|1
158009216|242455307|1
158009216|242461330|1
158009216|242464884|1
158009216|242470389|1
158009216|242778654|1
158009216|245082901|1
158009216|245083315|1
158009216|245084391|1
158009216|245087976|1
158009216|245096480|1
158009216|245096587|1
158009216|245097441|1
158009216|245101449|1
158009216|246705797|1
158009216|378085129|1
15803516|15803516|1
15803516|15803516|3
15803516|29560751|1
15803516|36205684|1
15803516|37988458|1
15803516|38039091|1
15803516|82220326|1
15803516|82331055|1
158530859|158530859|1
158530859|158530859|1
158551561|158551561|1
158551561|158551561|1
158551561|223902780|1
158551561|228934795|1
158551561|245725278|1
158551561|245728027|1
158551561|245729070|1
158551561|245729991|1
158551561|245736314|1
158551561|245739686|1
158551561|245740361|1
158551561|267356211|1
158551561|355457223|1
158554270|158554270|1
158554270|158554270|1
158554270|260504201|1
158554270|378088659|1
158567984|158567984|1
158567984|158567984|1
158567984|223829847|1
158567984|223832328|1
158567984|223835763|1
158567984|224317564|1
158567984|224334919|1
158567984|224380188|1
158567984|224389559|1
158567984|224403230|1
159331137|159331137|1
159331137|159331137|6
159331137|159331137|10
159331137|224866380|1
159332697|159332697|1
159332697|159332697|10
159332697|224866893|1
159552888|159552888|1
159552888|159552888|1
159826537|159826537|1
159826537|159826537|1
159826537|226247483|1
159826537|228934319|1
160377547|160377547|1
160377547|160377547|1
160377547|226215375|1
160377547|226232081|1
160377547|226484183|1
160377547|226484959|1
160377547|226511747|1
160377547|226513719|1
160377547|226518460|1
160377547|226524484|1
160377547|226529753|1
160377547|226720221|1
160377547|226772014|1
160377547|228934160|1
16176668|16176668|1
16176668|16176668|1
16176668|20233104|1
16176668|20234136|22
16176668|20240119|1
162311760|162311760|1
162311760|162311760|1
162311760|228584427|1
162311760|228586476|1
162512884|162512884|1
162512884|162512884|1
162512884|228930780|2
162512884|229131730|2
16291931|16291931|1
16291931|16291931|1
16291931|20401827|1
16291931|21381586|1
16293344|16293344|1
16293344|16293344|1
16293344|21283380|1
16293344|24960134|1
16293344|28262474|1
16293344|81954547|1
16293344|84214352|1
16293344|85286051|1
16411661|16411661|1
16411661|16411661|1
16411661|20718997|1
16411661|40144011|1
16411661|46406069|1
16411661|48270077|1
16411661|49934389|1
16411661|51014127|1
16411661|51021001|1
16411661|54768669|1
165044671|165044671|1
165044671|165044671|1
165044671|232699661|1
165044671|232712160|1
165044671|232723401|1
165044671|232730135|1
165044671|232741112|1
165044671|233203633|1
165044671|233400153|1
165044671|278494389|1
165044671|282299686|1
165362626|165362626|1
165362626|165362626|12
165362626|232489878|1
165362626|233143638|1
165362626|233264179|1
16551358|16551358|1
16551358|16551358|1
16551358|26194090|1
16551358|26889642|1
16551358|36408169|5
16551358|36408822|1
16551358|36543528|1
16551358|37619191|1
16551358|40802001|1
16551358|40863197|1
16551358|56741615|1
16551358|63817682|1
16551358|63844572|1
16551358|68175725|1
16551358|87246438|1
16551358|90149366|1
16551358|125694973|1
16551358|378049850|1
165997105|165997105|1
165997105|165997105|1
165997105|233217330|4
165997105|233395198|1
165997105|253970765|1
165997105|253983865|3
165997105|291002529|1
165997105|326212087|1
166069069|166069069|1
166069069|166069069|10
166069069|234590162|1
168521847|168521847|1
168521847|168521847|1
168528060|168528060|1
168528060|168528060|1
168528060|236444197|1
168528060|236444592|1
169553271|169553271|1
169553271|169553271|23
169553271|237805262|1
169553271|239975744|1
169553271|239993167|1
169562337|169562337|1
169562337|169562337|1
169562337|301184134|1
169562337|304528641|1
169562337|308315188|1
170032787|170032787|1
170032787|170032787|1
170032787|238388040|1
170032787|238392305|1
170664519|170664519|1
170664519|170664519|5
170664519|239189016|1
171300451|171300451|1
171300451|171300451|1
171300451|368266511|1
171300451|468430121|1
172902784|172902784|1
172902784|172902784|1
172902784|243320937|1
172902784|243378878|1
172902784|243493511|1
173581982|173581982|1
173581982|173581982|1
173581982|242945430|1
173581982|244588393|1
17403130|17403130|1
17403130|17403130|2
17403130|21822005|2
175118975|175118975|1
175118975|175118975|1
175118975|248685283|1
175118975|259630345|1
175118975|261900817|1
175118975|262548851|1
175118975|270607019|1
175118975|270608754|1
175118975|270611306|1
176290457|176290457|1
176290457|176290457|1
177024566|177024566|1
177024566|177024566|5
177024566|177024566|10
177024566|378091119|1
177664549|177664549|6
177664549|177664549|1
177664549|247985158|1
177664549|248011033|1
177664549|248041651|1
177664549|248450398|1
177664549|248452866|1
177664549|248457226|1
177664549|248457977|1
177664549|248460230|1
177978371|177978371|1
177978371|177978371|1
177978371|248238373|1
177978371|248297896|1
177978371|248349187|1
177978371|248356844|1
177978371|248684031|1
177978371|248695135|1
177978371|248825372|1
177978371|248893748|1
177978371|249027469|1
177978371|249363367|1
177978371|468434044|1
178931615|178931615|1
178931615|178931615|1
178931615|249283778|1
178931615|249320172|1
178931615|249363851|1
179049469|179049469|1
179049469|179049469|10
179071775|179071775|1
179071775|179071775|6
179071775|249406519|2
18007458|18007458|1
18007458|18007458|2
18007458|18007458|2
18007458|128471354|1
180303112|180303112|1
180303112|180303112|1
180303112|250757381|1
180513477|180513477|1
180513477|180513477|5
180513477|251354600|1
180513477|252729457|5
180513477|252729457|23
180513477|363082172|5
181196118|181196118|1
181196118|181196118|1
181196118|251840535|1
181196118|251894755|1
181196118|251896763|1
181196118|251901087|1
181196118|378090642|1
181463876|181463876|1
181463876|181463876|1
181463876|252021528|1
181463876|252027346|1
181674581|181674581|1
181674581|181674581|1
181674581|252260296|1
181827807|181827807|1
181827807|181827807|1
181827807|252426727|1
181835959|181835959|1
181835959|181835959|1
181835959|252444619|1
181835959|252444710|1
18195676|18195676|1
18195676|18195676|5
18195676|22819530|1
18195676|23612080|1
182101510|182101510|1
182101510|182101510|23
182101510|252760095|1
182101510|252760211|1
182101510|252761766|1
182101510|252762395|1
182101510|252868293|1
182101510|270135902|1
182101510|270189627|23
182101510|270206144|1
182101510|270207288|1
182101510|270236115|1
182101510|270267015|1
182195603|182195603|1
182195603|182195603|1
182195603|252855476|1
182195603|252856140|1
182322384|182322384|1
182322384|182322384|1
182322384|252984945|1
182322384|253026585|1
182322384|253136437|1
182815531|182815531|1
182815531|182815531|10
182815531|378092629|1
183629471|183629471|1
183629471|183629471|1
183629471|281158794|1
183762547|183762547|1
183762547|183762547|1
183762547|254613909|1
183762547|254621766|1
183762547|254639919|1
183762547|254813920|1
183762547|256386866|1
184878509|184878509|1
184878509|184878509|1
184878509|255796264|1
184878509|256192122|1
184878509|258673168|1
184878509|258690716|1
184878509|258721859|1
184878509|258845259|1
184878509|318187159|1
184878509|323789722|1
184878509|331059428|1
184878509|355438945|1
184878509|355522969|10
184878509|369537206|1
184878509|384171466|1
184878509|386616672|1
184878509|386979720|1
184878509|468442243|1
184878509|471234346|1
184961817|184961817|1
184961817|184961817|1
184961817|255979696|1
184961817|256145107|1
184961817|256145772|1
184961817|256171323|1
184961817|459542630|1
185101292|185101292|1
185101292|185101292|6
185101292|256019544|1
185101292|256020308|1
185101292|533779547|1
185264184|185264184|1
185264184|185264184|1
185264184|256215152|1
185264184|256215772|1
185264184|256215916|1
185264184|256219121|1
185264184|256224097|1
185264184|256484044|1
185264184|256510210|1
185395490|185395490|1
185395490|185395490|13
185876255|185876255|1
185876255|185876255|1
185876255|258672985|1
185876255|258995887|1
186076245|186076245|1
186076245|186076245|1
186076245|257110183|1
186076245|257439284|1
186076245|257445319|1
186076245|289035183|1
186076245|289038679|1
186076245|378092417|1
18716660|18716660|1
18716660|18716660|2
18716660|18716660|18
18716660|18716660|23
18716660|32688718|1
18716660|36194230|1
18716660|36362764|18
18716660|36364819|23
18716660|36382842|1
18716660|36426708|18
18716660|36428740|18
18716660|36438535|3
18716660|36438535|18
18716660|36448067|1
18716660|36449880|1
18716660|36494322|1
18716660|36611076|2
18716660|36622982|1
18716660|36629739|1
18716660|36631182|2
18716660|36649424|2
18716660|36650913|1
18716660|378049778|1
18732063|18732063|1
18732063|18732063|1
18732063|23504323|1
18732063|23506311|1
18732063|23512320|1
18732063|23689844|1
18732063|23690209|1
18732063|23717691|1
18732063|23737155|1
18732063|23756290|1
18732063|23767526|1
18732063|23952393|1
18732063|30005621|1
18732063|38713544|1
18732063|54805842|1
18732063|54808140|1
18732063|270898613|1
18732063|493803402|1
18732063|494027107|1
187518403|187518403|1
187518403|187518403|6
187518403|258646067|1
188209224|188209224|1
188209224|188209224|1
188209224|259379773|1
188209224|272055290|1
188476788|188476788|1
188476788|188476788|1
188476788|259670119|1
188476788|259679763|1
188476788|260553593|1
188512809|188512809|1
188512809|188512809|1
188512809|259694432|1
188806469|188806469|10
188806469|188806469|10
188806469|266489910|1
188806469|266493914|1
188806469|266494916|1
188969497|188969497|1
188969497|188969497|1
189044259|189044259|1
189044259|189044259|1
189044259|260264681|1
189044259|260308824|1
189044259|264153866|1
189044259|265303730|1
189698823|189698823|1
189698823|189698823|13
189698823|260951022|1
189698823|261235153|19
189698823|261282705|1
189698823|261292705|1
189698823|261717018|19
189698823|261752652|1
189698823|262859135|1
189698823|269624443|1
189698823|270191396|1
189698823|333232307|19
189698823|333392699|1
189698823|333410560|1
189698823|333453156|1
189698823|333611117|1
189698823|333626830|4
189698823|333626830|13
189698823|333626830|17
189698823|333633693|1
189698823|333646748|19
189698823|333648552|1
189698823|333755796|1
189698823|334866589|19
189698823|337931220|19
189698823|347381991|19
189698823|348295531|1
189698823|357745492|1
189698823|378093903|1
190300902|190300902|1
190300902|190300902|1
190300902|270045499|1
190379680|190379680|1
190379680|190379680|1
190379680|275611480|1
190379680|378093818|1
190520062|190520062|1
190520062|190520062|1
190520062|261739496|1
190520062|261741241|1
190520062|261742180|1
190520062|261742611|1
191182287|191182287|1
191182287|191182287|1
191182287|262429822|1
191182287|262430720|1
191182287|262431292|1
191182287|262432337|1
191182287|262433085|1
191182287|262434198|1
19154103|19154103|1
19154103|19154103|1
19154103|24131250|1
19154103|24131507|2
19154103|24131730|1
19154103|25511135|1
19154103|31302058|18
19154103|31302196|1
19154103|31302785|1
19154103|39667314|1
19154103|40280895|1
19154103|301466507|2
19154103|301466507|18
19154103|374862148|18
19154103|374863633|1
19154103|419808045|5
19154103|419808045|18
19154103|436452882|2
19154103|441427929|18
19154103|441427929|19
19154103|454857179|1
191672015|191672015|1
191672015|191672015|1
191672015|263093460|1
191672015|272719166|1
191672015|272979540|1
191672015|272981366|1
191672015|272985700|1
191672015|273193166|1
191672015|274793186|10
191672015|274793535|1
191672015|274809973|1
191672015|276234593|1
191672015|276241087|10
191672015|276244321|10
191672015|279114963|10
191672015|279138965|1
191672015|279141980|1
191672015|279142108|1
191672015|279142564|1
191672015|279142596|1
191672015|279142739|1
191672015|279156601|1
191672015|279157999|1
191672015|279159637|1
191672015|279159703|1
191672015|279160406|1
191672015|281073610|1
191672015|281373815|1
191672015|281375247|1
191672015|281480903|1
191672015|284920795|10
191672015|285094604|1
191672015|287504333|1
191672015|287523238|1
191672015|287767433|10
191672015|287767994|1
191672015|287776671|1
191672015|287779380|1
191672015|287950165|1
191672015|288024754|1
191672015|288080587|1
191672015|288088115|1
191672015|288114966|1
191672015|288227807|1
191672015|288234335|6
191672015|288354164|1
191672015|290246354|1
191672015|290254739|1
191672015|290821202|1
192215233|192215233|1
192215233|192215233|10
192215233|192215233|15
192215233|263519593|1
192215233|263521119|1
193276101|193276101|1
193276101|193276101|1
193276101|264665127|1
193276101|264667431|1
193276101|264724693|1
193276101|264734595|1
193554445|193554445|1
193554445|193554445|5
193554445|193554445|10
193554445|264916190|1
193554445|378093499|1
194061084|194061084|1
194061084|194061084|1
194061084|265459066|1
194061084|270044604|1
194061084|270239985|1
194061084|275894787|1
194061084|275960574|1
194149518|194149518|1
194149518|194149518|1
194149518|266030620|1
196219236|196219236|1
196219236|196219236|1
196219236|267784257|1
196219236|267787495|1
196219236|267796792|1
196219236|267800990|12
196219236|267843050|1
196219236|267872913|1
196219236|271060330|1
196219236|271068696|1
196219236|271102180|1
196219236|271107293|1
196219236|271114178|1
196219236|271114482|1
196219236|271140531|1
196219236|271179597|5
196219236|271180319|5
196219236|271180689|5
196219236|271181339|1
196219236|271193857|5
196219236|271456452|1
196219236|272011648|5
196219236|272070081|5
196752930|196752930|1
196752930|196752930|10
196752930|268332963|10
196752930|268335827|1
196752930|268338213|10
196752930|268345229|1
196752930|268360618|1
196752930|268364268|1
196752930|268364635|1
196752930|268365388|1
196752930|268399836|1
196752930|268401316|1
196752930|268540426|1
196752930|268542726|5
196752930|268597736|1
196752930|268657013|1
196752930|268739915|1
196752930|268746248|1
196752930|270029045|1
196752930|270029457|1
196752930|270030495|1
196752930|270035233|1
196752930|270089059|1
196752930|270100059|1
196752930|270230877|1
196752930|270231399|1
196752930|270231545|1
196752930|270233715|1
196752930|270233786|1
196752930|270237229|1
196752930|270606263|1
196752930|270609358|1
196752930|271335244|1
196752930|271341778|1
196752930|272919780|6
196752930|272921308|1
196752930|272934026|1
196752930|274892576|1
